"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","job_category","State"
"2250",29,"RI","LIFESPAN PHYSICIAN GROUP INC",23,"Healthcare Practitioners and Technical Occupations","Rhode Island"
"2251",29,"RI","RHODE ISLAND HOSPITAL",12,"Healthcare Practitioners and Technical Occupations","Rhode Island"
"2252",29,"RI","AFFINITY PHYSICIANS, LLC",8,"Healthcare Practitioners and Technical Occupations","Rhode Island"
"2253",29,"RI","THE PROVIDENCE COMMUNITY HEALTH CENTERS, INC",8,"Healthcare Practitioners and Technical Occupations","Rhode Island"
"2254",29,"SC","MEDICAL UNIVERSITY OF SOUTH CAROLINA",24,"Healthcare Practitioners and Technical Occupations","South Carolina"
"2255",29,"SC","HEALTHPRO HERITAGE LLC",17,"Healthcare Practitioners and Technical Occupations","South Carolina"
"2256",29,"SC","MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC",5,"Healthcare Practitioners and Technical Occupations","South Carolina"
"2257",29,"SC","SELF REGIONAL HEALTHCARE",5,"Healthcare Practitioners and Technical Occupations","South Carolina"
"2258",29,"SC","MEDICAL UNIVERSITY OF SOUTH CAROLINA AFFILIATES",4,"Healthcare Practitioners and Technical Occupations","South Carolina"
"2259",29,"SD","SANFORD CLINIC",18,"Healthcare Practitioners and Technical Occupations","South Dakota"
"2260",29,"SD","AVERA MCKENNAN",11,"Healthcare Practitioners and Technical Occupations","South Dakota"
"2261",29,"SD","EVIDENCE BASED ORIENTAL MEDICINE, LLC",3,"Healthcare Practitioners and Technical Occupations","South Dakota"
"2262",29,"SD","PHILIP HEALTH SERVICES, INC",3,"Healthcare Practitioners and Technical Occupations","South Dakota"
"2263",29,"SD","RAPID CITY REGIONAL HOSPITAL, INC",2,"Healthcare Practitioners and Technical Occupations","South Dakota"
"2264",29,"TN","UT METHODIST PHYSICIANS",16,"Healthcare Practitioners and Technical Occupations","Tennessee"
"2265",29,"TN","VANDERBILT UNIVERSITY MEDICAL CENTER",16,"Healthcare Practitioners and Technical Occupations","Tennessee"
"2266",29,"TN","UT LEBONHEUR PEDIATRIC SPECIALISTS",14,"Healthcare Practitioners and Technical Occupations","Tennessee"
"2267",29,"TN","UT REGIONAL ONE PHYSICIANS, INC",11,"Healthcare Practitioners and Technical Occupations","Tennessee"
"2268",29,"TN","BAPTIST MEMORIAL MEDICAL GROUP",8,"Healthcare Practitioners and Technical Occupations","Tennessee"
"2269",29,"TX","JDC HEALTHCARE, PLLC",34,"Healthcare Practitioners and Technical Occupations","Texas"
"2270",29,"TX","APOGEE MEDICAL GROUP, NEW YORK, PC",32,"Healthcare Practitioners and Technical Occupations","Texas"
"2271",29,"TX","RELIANT PRO REHAB, LLC",24,"Healthcare Practitioners and Technical Occupations","Texas"
"2272",29,"TX","APOGEE MEDICAL GROUP, OHIO, INC",18,"Healthcare Practitioners and Technical Occupations","Texas"
"2273",29,"TX","APOGEE MEDICAL GROUP, NORTH CAROLINA, PC",17,"Healthcare Practitioners and Technical Occupations","Texas"
"2274",29,"UT","ARUP LABORATORIES",34,"Healthcare Practitioners and Technical Occupations","Utah"
"2275",29,"UT","INTERMOUNTAIN HEALTHCARE",4,"Healthcare Practitioners and Technical Occupations","Utah"
"2276",29,"UT","INDEPENDENCE REHAB, LLC",3,"Healthcare Practitioners and Technical Occupations","Utah"
"2277",29,"UT","NEPHROLOGY ASSOCIATES OF UTAH, LLC",3,"Healthcare Practitioners and Technical Occupations","Utah"
"2278",29,"UT","IHC HEALTH SERVICES, INC",2,"Healthcare Practitioners and Technical Occupations","Utah"
"2279",29,"VA","COMTRIX SOLUTIONS, INC",32,"Healthcare Practitioners and Technical Occupations","Virginia"
"2280",29,"VA","UNIVERSITY OF VIRGINIA",30,"Healthcare Practitioners and Technical Occupations","Virginia"
"2281",29,"VA","UNIVERSITY OF VIRGINIA HEALTH SERVICES FOUNDATION",19,"Healthcare Practitioners and Technical Occupations","Virginia"
"2282",29,"VA","RIVERSIDE PHYSICIAN SERVICES, INC",6,"Healthcare Practitioners and Technical Occupations","Virginia"
"2283",29,"VA","CAPITAL VISION SERVICES, LLC",5,"Healthcare Practitioners and Technical Occupations","Virginia"
"2284",29,"VT","UNIVERSITY OF VERMONT HEALTH NETWORK MEDICAL GROUP, INC",17,"Healthcare Practitioners and Technical Occupations","Vermont"
"2285",29,"VT","UNIVERSITY OF VERMONT HEALTH NETWORK MEDICAL GROUP",8,"Healthcare Practitioners and Technical Occupations","Vermont"
"2286",29,"VT","UNIVERSITY OF VERMONT MEDICAL GROUP, INC",4,"Healthcare Practitioners and Technical Occupations","Vermont"
"2287",29,"VT","UNIVERSITY OF VERMONT MEDICAL CENTER, INC",3,"Healthcare Practitioners and Technical Occupations","Vermont"
"2288",29,"VT","SPRINGFIELD HOSPITAL",2,"Healthcare Practitioners and Technical Occupations","Vermont"
"2289",29,"WA","HOSPITALIST MEDICINE PHYSICIANS OF TEXAS, PLLC",45,"Healthcare Practitioners and Technical Occupations","Washington"
"2290",29,"WA","MEDICAL MANAGEMENT INTERNATIONAL, INC",37,"Healthcare Practitioners and Technical Occupations","Washington"
"2291",29,"WA","PEACEHEALTH",31,"Healthcare Practitioners and Technical Occupations","Washington"
"2292",29,"WA","SOUTH SOUND INPATIENT PHYSICIANS, PLLC",28,"Healthcare Practitioners and Technical Occupations","Washington"
"2293",29,"WA","FRANCISCAN MEDICAL GROUP",18,"Healthcare Practitioners and Technical Occupations","Washington"
"2294",29,"WI","MARSHFIELD CLINIC",60,"Healthcare Practitioners and Technical Occupations","Wisconsin"
"2295",29,"WI","PREVEA CLINIC, INC",19,"Healthcare Practitioners and Technical Occupations","Wisconsin"
"2296",29,"WI","AURORA MEDICAL GROUP, INC",18,"Healthcare Practitioners and Technical Occupations","Wisconsin"
"2297",29,"WI","MEDICAL COLLEGE OF WISCONSIN AFFILIATED HOSPITALS, INC",13,"Healthcare Practitioners and Technical Occupations","Wisconsin"
"2298",29,"WI","COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",12,"Healthcare Practitioners and Technical Occupations","Wisconsin"
"2299",29,"WV","CHARLESTON AREA MEDICAL CENTER, INC",10,"Healthcare Practitioners and Technical Occupations","West Virginia"
"2300",29,"WV","ST. MARY'S MEDICAL CENTER",8,"Healthcare Practitioners and Technical Occupations","West Virginia"
"2301",29,"WV","UNITED HOSPITAL CENTER INC",8,"Healthcare Practitioners and Technical Occupations","West Virginia"
"2302",29,"WV","UNIVERSITY PHYSICIANS SURGEONS INC",6,"Healthcare Practitioners and Technical Occupations","West Virginia"
"2303",29,"WV","MARSHALL UNIVERSITY",5,"Healthcare Practitioners and Technical Occupations","West Virginia"
"2304",29,"WY","MEMORIAL HOSPITAL OF LARAMIE COUNTY",10,"Healthcare Practitioners and Technical Occupations","Wyoming"
"2305",29,"WY","CHEYENNE REGIONAL PHYSICIANS GROUP",3,"Healthcare Practitioners and Technical Occupations","Wyoming"
"2306",29,"WY","NIOBRARA COUNTY HOSPITAL DISTRICT",2,"Healthcare Practitioners and Technical Occupations","Wyoming"
"2307",29,"WY","PEDIATRIC ASSOCIATES OF WYOMING LLC",1,"Healthcare Practitioners and Technical Occupations","Wyoming"
"2308",29,"WY","RIVERTON MEMORIAL HOSPITAL, LLC",1,"Healthcare Practitioners and Technical Occupations","Wyoming"
"2309",31,"CA","HRC FERTILITY MANAGEMENT LLC",1,"Healthcare Support Occupations","California"
"2310",31,"CA","PENINSULA EQUINE, INC",1,"Healthcare Support Occupations","California"
"2311",31,"CA","RAVI KOKA PROFESSIONAL DENTAL CORPORATION",1,"Healthcare Support Occupations","California"
"2312",31,"FL","COATES,BRIGHT BAY LLC",3,"Healthcare Support Occupations","Florida"
"2313",31,"FL","NATURAL VET PALM BEACH",2,"Healthcare Support Occupations","Florida"
"2314",31,"FL","COMMUNITY ANIMAL HOSPITAL OF ROYAL PALM BEACH,INC",1,"Healthcare Support Occupations","Florida"
"2315",31,"IL","DUPAGE MEDICAL GROUP",1,"Healthcare Support Occupations","Illinois"
"2316",31,"MA","RASOOL AND SHAH-HOSSEINI INC",1,"Healthcare Support Occupations","Massachusetts"
"2317",31,"MD","JAMES S. JUZWIAK DVM, PA",1,"Healthcare Support Occupations","Maryland"
"2318",31,"NJ","PRIME HEALTHCARE SERVICES INC",2,"Healthcare Support Occupations","New Jersey"
"2319",31,"NJ","RIVERSIDE MEDICAL MANAGEMENT LLC",1,"Healthcare Support Occupations","New Jersey"
"2320",31,"NY","DELMONT MEDICAL CARE",1,"Healthcare Support Occupations","New York"
"2321",31,"NY","DOCTORS UNITED, INC",1,"Healthcare Support Occupations","New York"
"2322",31,"NY","JONATHAN B. LEVINE, D.M.D. P.C",1,"Healthcare Support Occupations","New York"
"2323",31,"OK","OKLAHOMA STATE UNIVERSITY",2,"Healthcare Support Occupations","Oklahoma"
"2324",31,"PA","DANZACH CORP",1,"Healthcare Support Occupations","Pennsylvania"
"2325",31,"TX","A TO THERAPY MANAGEMENT LLC",1,"Healthcare Support Occupations","Texas"
"2326",31,"TX","BAYLOR RESEARCH INSTITUTE",1,"Healthcare Support Occupations","Texas"
"2327",31,"TX","PROSCRIBE LLC",1,"Healthcare Support Occupations","Texas"
"2328",33,"CA","FACEBOOK, INC",1,"Protective Service Occupations","California"
"2329",33,"CT","POINT72, L.P",2,"Protective Service Occupations","Connecticut"
"2330",33,"HI","ALOHA SURF LIFESAVING CORP",2,"Protective Service Occupations","Hawaii"
"2331",33,"IL","PRESCIENT COMPLY LLC",2,"Protective Service Occupations","Illinois"
"2332",33,"MI","RYAN ROBISON COMPANY, INC",1,"Protective Service Occupations","Michigan"
"2333",33,"NM","ANGEL FIRE RESORT OPERATIONS LLC",1,"Protective Service Occupations","New Mexico"
"2334",33,"NY","NEW YORK CITY POLICE DEPARTMENT",1,"Protective Service Occupations","New York"
"2335",33,"NY","THE SOUFAN GROUP, LLC",1,"Protective Service Occupations","New York"
"2336",33,"TN","OFFICE OF THE ATTORNEY GENERAL REPORTER",2,"Protective Service Occupations","Tennessee"
"2337",33,"WY","NEW PARADIGM, LLC",4,"Protective Service Occupations","Wyoming"
"2338",35,"CA","ALEXANDER'S STEAKHOUSE, INC",5,"Food Preparation and Serving Related Occupations","California"
"2339",35,"CA","BOONRAWD FOOD COMPANY",2,"Food Preparation and Serving Related Occupations","California"
"2340",35,"CA","C-L PARTNERS (BENU LLC)",2,"Food Preparation and Serving Related Occupations","California"
"2341",35,"CA","MILIEU",2,"Food Preparation and Serving Related Occupations","California"
"2342",35,"CA","AMBER INDIA CORPORATION",1,"Food Preparation and Serving Related Occupations","California"
"2343",35,"CO","MARIMBA!, LLC",3,"Food Preparation and Serving Related Occupations","Colorado"
"2344",35,"CO","ASPEN SKIING COMPANY",1,"Food Preparation and Serving Related Occupations","Colorado"
"2345",35,"CT","HOMESTEAD ASSOCIATES LLC",1,"Food Preparation and Serving Related Occupations","Connecticut"
"2346",35,"DC","A MODO MIO INC",1,"Food Preparation and Serving Related Occupations","District of Columbia"
"2347",35,"DC","AM EVE CORPORATION",1,"Food Preparation and Serving Related Occupations","District of Columbia"
"2348",35,"DC","RUDRAAKSH LLC",1,"Food Preparation and Serving Related Occupations","District of Columbia"
"2349",35,"FL","BETA ROOM, LLC",3,"Food Preparation and Serving Related Occupations","Florida"
"2350",35,"FL","ANTONIO BACHOUR LLC",2,"Food Preparation and Serving Related Occupations","Florida"
"2351",35,"FL","MIMMO'S BY CLEMENZA'S, LLC",2,"Food Preparation and Serving Related Occupations","Florida"
"2352",35,"FL","MARKYS, LLC",1,"Food Preparation and Serving Related Occupations","Florida"
"2353",35,"FL","MDM HOTEL GROUP, LTD",1,"Food Preparation and Serving Related Occupations","Florida"
"2354",35,"IL","RAWAT FOODS INC",3,"Food Preparation and Serving Related Occupations","Illinois"
"2355",35,"IL","FRONTERA GRILL, INC",2,"Food Preparation and Serving Related Occupations","Illinois"
"2356",35,"IL","ANMOL BARBECUE RESTAURANT INC",1,"Food Preparation and Serving Related Occupations","Illinois"
"2357",35,"IL","CHARLIE BAGGS, INC",1,"Food Preparation and Serving Related Occupations","Illinois"
"2358",35,"IL","ORIOLE LLC",1,"Food Preparation and Serving Related Occupations","Illinois"
"2359",35,"IN","THAI GO LLC",3,"Food Preparation and Serving Related Occupations","Indiana"
"2360",35,"KY","COLUMBIA SUSSEX MANAGEMENT, LLC",1,"Food Preparation and Serving Related Occupations","Kentucky"
"2361",35,"MA","ESHL, LLC",1,"Food Preparation and Serving Related Occupations","Massachusetts"
"2362",35,"ME","PRIMO RESTAURANT LTD",2,"Food Preparation and Serving Related Occupations","Maine"
"2363",35,"MI","FUSION 41 LLC",2,"Food Preparation and Serving Related Occupations","Michigan"
"2364",35,"MI","MASTER TENANT LLC",2,"Food Preparation and Serving Related Occupations","Michigan"
"2365",35,"MI","GREYSTONE MASTER TENANT LLC",1,"Food Preparation and Serving Related Occupations","Michigan"
"2366",35,"MO","ST. LOUIS CLUB",1,"Food Preparation and Serving Related Occupations","Missouri"
"2367",35,"MS","YOTO STEAKHOUSE AND SUSHI BAR",2,"Food Preparation and Serving Related Occupations","Mississippi"
"2368",35,"NJ","GARFIELD RESTAURANT CORP",1,"Food Preparation and Serving Related Occupations","New Jersey"
"2369",35,"NJ","M&M ENTERPRISES, LTD",1,"Food Preparation and Serving Related Occupations","New Jersey"
"2370",35,"NY","DIFARA PIZZERIA RESTAURANT",2,"Food Preparation and Serving Related Occupations","New York"
"2371",35,"NY","ART FOOD LLC",1,"Food Preparation and Serving Related Occupations","New York"
"2372",35,"NY","BANTER HOSPITALITY GROUP LLC",1,"Food Preparation and Serving Related Occupations","New York"
"2373",35,"NY","DIVISION STREET HOTEL CORP",1,"Food Preparation and Serving Related Occupations","New York"
"2374",35,"NY","JUNOON NYC, LLC",1,"Food Preparation and Serving Related Occupations","New York"
"2375",35,"PA","BENTLEYVILLE GARDEN INN INC",2,"Food Preparation and Serving Related Occupations","Pennsylvania"
"2376",35,"PA","FAUCHERE HOSPITALITY, INC",1,"Food Preparation and Serving Related Occupations","Pennsylvania"
"2377",35,"TN","JAI MATA INC",1,"Food Preparation and Serving Related Occupations","Tennessee"
"2378",35,"TX","HAJMELI LLC",3,"Food Preparation and Serving Related Occupations","Texas"
"2379",35,"TX","LEROY AND LEWIS TRUCK LLC",3,"Food Preparation and Serving Related Occupations","Texas"
"2380",35,"TX","BEYOND CURRY'S LLC",1,"Food Preparation and Serving Related Occupations","Texas"
"2381",35,"TX","THE PERI PERI FACTORY LLC",1,"Food Preparation and Serving Related Occupations","Texas"
"2382",37,"AZ","THE ESTANCIA CLUB, INC",1,"Building and Grounds Cleaning and Maintenance Occupations","Arizona"
"2383",37,"CA","CALIFORNIA GOLF CLUB OF SAN FRANCISCO",1,"Building and Grounds Cleaning and Maintenance Occupations","California"
"2384",37,"CA","TREECARELA INC",1,"Building and Grounds Cleaning and Maintenance Occupations","California"
"2385",37,"FL","TBHC, INC",1,"Building and Grounds Cleaning and Maintenance Occupations","Florida"
"2386",37,"NC","QUAIL HOLLOW COUNTRY CLUB",1,"Building and Grounds Cleaning and Maintenance Occupations","North Carolina"
"2387",37,"NJ","WA GOLF COMPANY, LLC",3,"Building and Grounds Cleaning and Maintenance Occupations","New Jersey"
"2388",37,"NJ","FRANCIS GENESI",2,"Building and Grounds Cleaning and Maintenance Occupations","New Jersey"
"2389",37,"PA","BERKSHIRE COUNTRY CLUB",1,"Building and Grounds Cleaning and Maintenance Occupations","Pennsylvania"
"2390",39,"AZ","THE WILDLAND TREKKING COMPANY LLC",2,"Personal Care and Service Occupations","Arizona"
"2391",39,"CA","PREMIER FITNESS CAMP",3,"Personal Care and Service Occupations","California"
"2392",39,"CA","BOYS HOPE GIRLS HOPE",1,"Personal Care and Service Occupations","California"
"2393",39,"CA","FITWISE PILATES LLC",1,"Personal Care and Service Occupations","California"
"2394",39,"CA","FUTURE RESEARCH INC",1,"Personal Care and Service Occupations","California"
"2395",39,"CA","PFC ENTERPRISES LLC",1,"Personal Care and Service Occupations","California"
"2396",39,"CO","USA RUGBY FOOTBALL UNION",2,"Personal Care and Service Occupations","Colorado"
"2397",39,"CT","FAIRFIELD UNIVERSITY",1,"Personal Care and Service Occupations","Connecticut"
"2398",39,"FL","UNITED STATES TENNIS ASSOCIATION INCORPORATED (USTA)",3,"Personal Care and Service Occupations","Florida"
"2399",39,"FL","ECKERD YOUTH ALTERNATIVES, INC",2,"Personal Care and Service Occupations","Florida"
"2400",39,"FL","STEVE MARTIN'S NATURAL ENCOUNTERS INC",2,"Personal Care and Service Occupations","Florida"
"2401",39,"FL","VAN FUN SHUTTLE CORP",2,"Personal Care and Service Occupations","Florida"
"2402",39,"FL","ISL FUTBOL, LLC",1,"Personal Care and Service Occupations","Florida"
"2403",39,"GA","SAVANNAH COLLEGE OF ART AND DESIGN, INC",1,"Personal Care and Service Occupations","Georgia"
"2404",39,"IL","ILLINOIS COLLEGE",1,"Personal Care and Service Occupations","Illinois"
"2405",39,"KS","CHALLENGER SPORTS CORP",16,"Personal Care and Service Occupations","Kansas"
"2406",39,"KS","INTEGRATED BEHAVIORAL TECHNOLOGIES, INC",1,"Personal Care and Service Occupations","Kansas"
"2407",39,"MA","AGASSIZ VILLAGE FOUNDED BY MR MRS HARRY BURROUGHS",5,"Personal Care and Service Occupations","Massachusetts"
"2408",39,"MA","TRUSTEES OF AMHERST COLLEGE",1,"Personal Care and Service Occupations","Massachusetts"
"2409",39,"MI","EDUCATIONAL CHILD CARE CENTER",1,"Personal Care and Service Occupations","Michigan"
"2410",39,"MN","ELLEN KEALEY HORSEMANSHIP LLC",1,"Personal Care and Service Occupations","Minnesota"
"2411",39,"MO","CUB CREEK INC",2,"Personal Care and Service Occupations","Missouri"
"2412",39,"MO","OLD HAWTHORNE GOLF LLC",1,"Personal Care and Service Occupations","Missouri"
"2413",39,"MS","MISSISSIPPI STATE UNIVERSITY",2,"Personal Care and Service Occupations","Mississippi"
"2414",39,"MT","SIMPLICITY TRAINING LLC",4,"Personal Care and Service Occupations","Montana"
"2415",39,"NC","BILLY R. WINGARD",3,"Personal Care and Service Occupations","North Carolina"
"2416",39,"NC","TIGER KIM'S TAEKWONDO",3,"Personal Care and Service Occupations","North Carolina"
"2417",39,"NC","K NAILS AND SPA, INC",1,"Personal Care and Service Occupations","North Carolina"
"2418",39,"NC","THE ARTSCENTER",1,"Personal Care and Service Occupations","North Carolina"
"2419",39,"NE","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA",1,"Personal Care and Service Occupations","Nebraska"
"2420",39,"NH","CAMP ALLEN INC",1,"Personal Care and Service Occupations","New Hampshire"
"2421",39,"NH","LAKE OSSIPEE CONFERENCE CENTER INC",1,"Personal Care and Service Occupations","New Hampshire"
"2422",39,"NJ","DIAMOND GYMNASTICS, INC",1,"Personal Care and Service Occupations","New Jersey"
"2423",39,"NJ","UNIVERSAL SOCCER ACADEMY, L.L.C",1,"Personal Care and Service Occupations","New Jersey"
"2424",39,"NM","ANGEL FIRE RESORT OPERATIONS LLC",1,"Personal Care and Service Occupations","New Mexico"
"2425",39,"NY","LARCHMONT YACHT CLUB",1,"Personal Care and Service Occupations","New York"
"2426",39,"NY","LEVEL GROUP LTD",1,"Personal Care and Service Occupations","New York"
"2427",39,"NY","MASTER CHONG'S WORLD CLASS TAE KWAN DO",1,"Personal Care and Service Occupations","New York"
"2428",39,"NY","ROMAN SALON TRIBECA INC",1,"Personal Care and Service Occupations","New York"
"2429",39,"NY","WELLINGTON HOTEL CO INC",1,"Personal Care and Service Occupations","New York"
"2430",39,"OH","KENT STATE UNIVERSITY",1,"Personal Care and Service Occupations","Ohio"
"2431",39,"OH","THE OHIO UNIVERSITY",1,"Personal Care and Service Occupations","Ohio"
"2432",39,"PA","LA SALLE UNIVERSITY",1,"Personal Care and Service Occupations","Pennsylvania"
"2433",39,"PA","ROBERT MORRIS UNIVERSITY",1,"Personal Care and Service Occupations","Pennsylvania"
"2434",39,"TX","ANGARIA LLC",1,"Personal Care and Service Occupations","Texas"
"2435",39,"TX","ARMSTRONG COMMUNITY MUSIC SCHOOL",1,"Personal Care and Service Occupations","Texas"
"2436",39,"TX","THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER",1,"Personal Care and Service Occupations","Texas"
"2437",39,"VA","INTERSTATE MANAGEMENT COMPANY LLC",1,"Personal Care and Service Occupations","Virginia"
"2438",39,"VA","OLD DOMINION UNIVERSITY",1,"Personal Care and Service Occupations","Virginia"
"2439",39,"WA","NORTHWEST URBAN MINISTRIES",3,"Personal Care and Service Occupations","Washington"
"2440",39,"WI","LAKE GENEVA FRESH AIR ASSOCIATION",1,"Personal Care and Service Occupations","Wisconsin"
"2441",39,"WY","NATIONAL OUTDOOR LEADERSHIP SCHOOL",1,"Personal Care and Service Occupations","Wyoming"
"2442",41,"AL","RML HUNTSVILLE AL AUTOMOTIVE LLC",3,"Sales and Related Occupations","Alabama"
"2443",41,"AL","ADTRAN, INC",1,"Sales and Related Occupations","Alabama"
"2444",41,"AL","DANIELI TARANIS LLC",1,"Sales and Related Occupations","Alabama"
"2445",41,"AL","FUERST DAY LAWSON INC",1,"Sales and Related Occupations","Alabama"
"2446",41,"AL","KRONOSPAN LLC",1,"Sales and Related Occupations","Alabama"
"2447",41,"AR","ACXIOM CORPORATION",1,"Sales and Related Occupations","Arkansas"
"2448",41,"AR","WAL-MART ASSOCIATES, INC",1,"Sales and Related Occupations","Arkansas"
"2449",41,"AZ","ASML US, LLC",9,"Sales and Related Occupations","Arizona"
"2450",41,"AZ","ASML US, LP",4,"Sales and Related Occupations","Arizona"
"2451",41,"AZ","ALICAT SCIENTIFIC INC",2,"Sales and Related Occupations","Arizona"
"2452",41,"AZ","AVNET, INC",2,"Sales and Related Occupations","Arizona"
"2453",41,"AZ","JDA SOFTWARE, INC",2,"Sales and Related Occupations","Arizona"
"2454",41,"CA","GOOGLE LLC",257,"Sales and Related Occupations","California"
"2455",41,"CA","HCL AMERICA, INC",83,"Sales and Related Occupations","California"
"2456",41,"CA","CISCO SYSTEMS, INC",61,"Sales and Related Occupations","California"
"2457",41,"CA","SALESFORCE.COM, INC",57,"Sales and Related Occupations","California"
"2458",41,"CA","CADENCE DESIGN SYSTEMS, INC",49,"Sales and Related Occupations","California"
"2459",41,"CO","INTEGRATED LOAN ASSISTANCE LLC",2,"Sales and Related Occupations","Colorado"
"2460",41,"CO","TRIMBLE INC",2,"Sales and Related Occupations","Colorado"
"2461",41,"CO","ZAYO GROUP LLC",2,"Sales and Related Occupations","Colorado"
"2462",41,"CO","ADINSTRUMENTS, INC",1,"Sales and Related Occupations","Colorado"
"2463",41,"CO","BETTER WITH BACON, INC",1,"Sales and Related Occupations","Colorado"
"2464",41,"CT","AQR CAPITAL MANAGEMENT, LLC",2,"Sales and Related Occupations","Connecticut"
"2465",41,"CT","FACTSET RESEARCH SYSTEMS, INC",2,"Sales and Related Occupations","Connecticut"
"2466",41,"CT","GLOBEX INTERNATIONAL GROUP, INC",2,"Sales and Related Occupations","Connecticut"
"2467",41,"CT","MICROPATENT LLC",2,"Sales and Related Occupations","Connecticut"
"2468",41,"CT","QUEST GLOBAL SERVICES-N.A., INC",2,"Sales and Related Occupations","Connecticut"
"2469",41,"DC","VISCADIA INC",3,"Sales and Related Occupations","District of Columbia"
"2470",41,"DC","AFINITI, INC",1,"Sales and Related Occupations","District of Columbia"
"2471",41,"DC","CHONG KOSTER LLC",1,"Sales and Related Occupations","District of Columbia"
"2472",41,"DC","OPTORO, INC",1,"Sales and Related Occupations","District of Columbia"
"2473",41,"DE","SOFTOMOTIVE US INC",1,"Sales and Related Occupations","Delaware"
"2474",41,"DE","SURESOURCE COMMODITIES, LLC",1,"Sales and Related Occupations","Delaware"
"2475",41,"DE","TA INSTRUMENTS WATERS LLC",1,"Sales and Related Occupations","Delaware"
"2476",41,"DE","TRIBE GROUP DIGITAL INC",1,"Sales and Related Occupations","Delaware"
"2477",41,"DE","TROMO ELECTRONICS LLC",1,"Sales and Related Occupations","Delaware"
"2478",41,"FL","SIEMENS ENERGY, INC",7,"Sales and Related Occupations","Florida"
"2479",41,"FL","INCEPTRA, LLC",3,"Sales and Related Occupations","Florida"
"2480",41,"FL","INSIGNEO SECURITIES, LLC",3,"Sales and Related Occupations","Florida"
"2481",41,"FL","INTELLITECH SYSTEMS INC",3,"Sales and Related Occupations","Florida"
"2482",41,"FL","VETTERY, INC",3,"Sales and Related Occupations","Florida"
"2483",41,"GA","OM PARTNERS USA, INC",14,"Sales and Related Occupations","Georgia"
"2484",41,"GA","ONETRUST LLC",6,"Sales and Related Occupations","Georgia"
"2485",41,"GA","VALUELABS, INC",5,"Sales and Related Occupations","Georgia"
"2486",41,"GA","ADISSEO USA INC",4,"Sales and Related Occupations","Georgia"
"2487",41,"GA","ADROIX CORP (DBA CODEFORCE 360)",3,"Sales and Related Occupations","Georgia"
"2488",41,"HI","UNIVERSAL WORLDWIDE TRADING INC",2,"Sales and Related Occupations","Hawaii"
"2489",41,"HI","UNIVERSAL WORLDWIDE TRADING CO, INC",1,"Sales and Related Occupations","Hawaii"
"2490",41,"IA","ATHENE ANNUITY AND LIFE COMPANY",1,"Sales and Related Occupations","Iowa"
"2491",41,"IA","DANFOSS POWER SOLUTIONS (US) COMPANY",1,"Sales and Related Occupations","Iowa"
"2492",41,"ID","HERMES MICROVISION, NORTH AMERICA",3,"Sales and Related Occupations","Idaho"
"2493",41,"ID","HERMES MICROVISION, INC",1,"Sales and Related Occupations","Idaho"
"2494",41,"ID","VTCU CORPORATION",1,"Sales and Related Occupations","Idaho"
"2495",41,"IL","AKUNA CAPITAL LLC",12,"Sales and Related Occupations","Illinois"
"2496",41,"IL","JPMORGAN CHASE CO",7,"Sales and Related Occupations","Illinois"
"2497",41,"IL","ZENSAR TECHNOLOGIES, INC",7,"Sales and Related Occupations","Illinois"
"2498",41,"IL","CITADEL AMERICAS LLC",5,"Sales and Related Occupations","Illinois"
"2499",41,"IL","CAPGEMINI AMERICA INC",4,"Sales and Related Occupations","Illinois"
"2500",41,"IN","BRITE SYSTEMS, INC",1,"Sales and Related Occupations","Indiana"
"2501",41,"IN","FAURECIA EMISSIONS CONTROL TECHNOLOGIES, USA, LLC",1,"Sales and Related Occupations","Indiana"
"2502",41,"IN","KINSER GROUP LLC",1,"Sales and Related Occupations","Indiana"
"2503",41,"IN","LAGRANGE PRODUCTS, INC",1,"Sales and Related Occupations","Indiana"
"2504",41,"IN","OLD NATIONAL BANK",1,"Sales and Related Occupations","Indiana"
"2505",41,"KS","SPRINT CORPORATION",8,"Sales and Related Occupations","Kansas"
"2506",41,"KS","VEKTEK CORPORATION",2,"Sales and Related Occupations","Kansas"
"2507",41,"KS","KOCH HEAT TRANSFER COMPANY LP",1,"Sales and Related Occupations","Kansas"
"2508",41,"KS","TEXTRON AVIATION, INC",1,"Sales and Related Occupations","Kansas"
"2509",41,"KY","BALLUFF, INC",1,"Sales and Related Occupations","Kentucky"
"2510",41,"KY","BLUM-NOVOTEST, INC",1,"Sales and Related Occupations","Kentucky"
"2511",41,"KY","GEM ONE CORPORATION",1,"Sales and Related Occupations","Kentucky"
"2512",41,"KY","SHINWA U.S.A. CORP",1,"Sales and Related Occupations","Kentucky"
"2513",41,"LA","INTRALOX, LLC",1,"Sales and Related Occupations","Louisiana"
"2514",41,"LA","LAITRAM MACHINERY, INC",1,"Sales and Related Occupations","Louisiana"
"2515",41,"LA","PELLERIN MILNOR CORPORATION",1,"Sales and Related Occupations","Louisiana"
"2516",41,"LA","TRAVEL CENTRAL",1,"Sales and Related Occupations","Louisiana"
